name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 89307 b,Confirmed,2,0.4,0.4,2,0.4,0.4,,,,2199,61,61,3.34,0.17,0.17,0.25,0.09,0.09,,,,0.108091,2004,2012-05-25,14,33,33,2454549,190,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 89307,154.5875,12.6208333,7.06,,,,,30.9,,,-0.14,0.04,0.04,1.028,0.04,0.04,1.05,0.04,0.04,G0V,6.76,,,5950,44,44,,,
HD 89744 b,Confirmed,8.9,1,1.9,7.2,,,,,,256,0.7,0.7,0.88,,,0.7,0.02,0.02,54,12,12,0.022,2000,2013-07-04,195,3,3,,,,,,,,,,,,,,,,,,,964,2,2,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 89744,155.5416667,41.2294444,5.74,,,,,40,,,0.18,,,1.4,0.09,0.09,2.14,0.1,0.1,F7 V,2.04,,,6196,43,43,,,
HD 89744 c,Confirmed,3.2,0.3,0.3,3.2,0.3,0.3,,,,85.2,0.1,0.1,0.44,0.005,0.005,0,0.05,0.05,,,,,2013,2013-07-04,360,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 89744,155.5416667,41.2294444,5.74,,,,,40,,,0.18,,,1.4,0.09,0.09,2.14,0.1,0.1,F7 V,2.04,,,6196,43,43,,,
HD 90156 b,Confirmed,0.057,0.0046,0.0046,0.057,0.0046,0.0046,,,,49.77,0.07,0.07,0.25,0.004,0.004,0.31,0.1,0.1,,,,0.006313,2009,2010-10-06,113,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 90156,155.9791667,-29.6455556,6.95,,,,,39.6,0.66,0.66,-0.24,0.01,0.01,0.84,,,,,,G5V,4.4,,,5599,12,12,,,
HD 9174 b,Confirmed,1.11,0.14,0.14,1.11,0.14,0.14,,,,1179,34,34,2.2,0.09,0.09,0.12,0.05,0.05,,,,,2016,2016-04-02,101,38,38,,,,,,,,,,,,,,,,,,,,,,20.8,2.2,2.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 9174,22.504166667,-19.60444446,8.4,,,,,78.93,3.86,3.86,0.39,0.1,0.1,1.03,0.05,0.05,1.67,0.07,0.07,G8IV,9,3,3,5577,100,100,,,
HD 92788 b,Confirmed,27.7,13.7,inf,3.86,,,,,,325.81,0.26,0.26,0.97,,,0.334,0.011,0.011,8,8,8,0.029555,2000,2016-01-15,276.4,2.8,2.8,2450759.2,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 92788,160.7,-2.1836111,7.31,,,,,32.82,,,0.32,,,1.13,,,0.99,,,G5,3.78,,,5559,,,,,
HD 92788 c,Confirmed,0.9,0.3,0.3,0.9,0.3,0.3,,,,162,3,3,0.6,0.01,0.01,0.04,0.21,0.21,,,,,2013,2013-07-04,360,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 92788,160.7,-2.1836111,7.31,,,,,32.82,,,0.32,,,1.13,,,0.99,,,G5,3.78,,,5559,,,,,
HD 93083 b,Confirmed,0.37,,,0.37,,,,,,143.58,0.6,0.6,0.477,,,0.14,0.03,0.03,,,,0.016505,2005,2014-08-30,333.5,7.9,7.9,2453181.7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 93083,161.0833333,-33.5769444,8.3,,,,,28.9,,,0.15,0.06,0.06,0.7,0.04,0.04,,,,K3 V,6,,,4995,50,50,,,
HD 93385 b,Confirmed,0.0263,0.00276,0.00276,0.0263,0.00276,0.00276,,,,13.186,0.0059,0.0059,0.1116,0.0018,0.0018,0.15,0.11,0.11,,,,0.002645,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 93385,161.5625,-41.4644444,7.49,,,,,42.2,1.2,1.2,,,,,,,,,,G2V,,,,,,,,,
HD 93385 c,Confirmed,0.0318,0.00399,0.00399,0.0318,0.00399,0.00399,,,,46.025,0.00725,0.00725,0.257,0.0043,0.0043,0.24,0.18,0.18,,,,0.00609,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 93385,161.5625,-41.4644444,7.49,,,,,42.2,1.2,1.2,,,,,,,,,,G2V,,,,,,,,,
HD 9446 b,Confirmed,0.7,0.06,0.06,0.7,0.06,0.06,,,,30.052,0.027,0.027,0.189,0.006,0.006,0.2,0.06,0.06,,,,0.003566,2010,2010-01-05,215,30,30,2454854.4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 9446,23.3333333,29.2652778,8.35,,,,,53,3,3,0.09,0.05,0.05,1,0.1,0.1,1,,,G5V,,,,5793,22,22,,,
HD 9446 c,Confirmed,1.82,0.17,0.17,1.82,0.17,0.17,,,,192.9,0.9,0.9,0.654,0.022,0.022,0.06,0.06,0.06,,,,0.01234,2010,2010-01-05,100,130,130,2454510,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 9446,23.3333333,29.2652778,8.35,,,,,53,3,3,0.09,0.05,0.05,1,0.1,0.1,1,,,G5V,,,,5793,22,22,,,
HD 95089 b,Confirmed,1.2,0.1,0.1,1.2,0.1,0.1,,,,507,16,16,1.51,0.05,0.05,0.157,0.086,0.086,,,,0.010863,2010,2010-03-19,317,60,60,2454983,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 95089,164.7,1.7291667,7.92,,,,,139,16,16,0.05,0.03,0.03,1.58,0.11,0.11,4.9,0.1,0.1,K0 IV,2.5,0.9,0.9,5002,44,44,,,
HD 95127 b,Confirmed,5.01,0.44,0.61,5.01,0.44,0.61,,,,482,5,5,1.28,0.01,0.01,0.11,0.06,0.15,,,,,2015,2016-01-10,40,40,40,2453200,50,50,,,,,,,,,,,,,,,,,,,116,9,16,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 95127,164.895833345,43.814444472,8.15,,,,,300,100,100,-0.18,0.05,0.05,1.2,0.22,0.22,20,9,9,K0,5.5,4.7,2.5,4218,69,69,,,
HD 9578 b,Confirmed,0.62,,,0.62,,,,,,494,,,,,,,,,,,,,2009,2010-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 9578,23.3208333,-38.245,8.21,,,,,57.24,2.9,2.9,0.11,,,1.12,,,,,,G1V,,,,,,,,,
HD 95872 b,Confirmed,4.6,0.3,0.3,4.6,0.3,0.3,,,,4375,169,169,5.2,0.1,0.1,0.06,0.04,0.04,,,,,2015,2015-12-10,17,67,67,2449869,744,744,,,,,,,,,,,,,,,,,,,59,4,4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 95872,165.866666676,-22.093888899,9.9,,,,,7.56,,,0.41,0.09,0.09,0.95,,,,,,K0V,10,3.7,3.7,5312,100,100,,,
HD 96063 b,Confirmed,0.9,0.1,0.1,0.9,0.1,0.1,,,,361.1,9.9,9.9,0.99,0.03,0.03,0.28,inf,nan,,,,0.006266,2011,2011-09-02,90,100,100,2455260,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 96063,166.1833333,-2.5133333,8.37,,,,,158,20,20,-0.3,0.03,0.03,1.02,0.072,0.072,4.5,0.1,0.1,K0,9,3,3,5148,44,44,,,
HD 96127 b,Confirmed,4,,,4,,,,,,647.3,16.8,16.8,1.4,,,0.3,0.1,0.1,,,,0.002593,2011,2011-10-11,162,18.2,18.2,43969.4,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 96127,166.4416667,44.3016667,7.43,,,,,540,26,26,-0.24,0.1,0.1,0.91,0.25,0.25,35,17,17,K2III,,,,4152,23,23,,,
HD 96167 b,Confirmed,0.68,0.18,0.18,0.68,0.18,0.18,,,,498.9,1,1,1.3,0.07,0.07,0.71,0.04,0.04,,,,0.015476,2009,2009-04-21,285,7,7,2453057,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 96167,166.3125,-10.2913889,8.09,,,,,84,9,9,0.34,0.06,0.06,1.31,0.09,0.09,1.86,0.07,0.07,G5D,3.8,1,1,5770,70,70,,,
HD 96700 b,Confirmed,0.0284,0.002,0.002,0.0284,0.002,0.002,,,,8.1256,0.0013,0.0013,0.0774,0.0012,0.0012,0.1,0.05,0.05,,,,0.003023,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 96700,166.975,-30.1744444,6.5,,,,,25.6,0.3,0.3,,,,,,,,,,G0V,,,,,,,,,
HD 96700 c,Confirmed,0.04,0.005,0.005,0.04,0.005,0.005,,,,103.49,0.5794,0.5794,0.422,0.0073,0.0073,0.37,0.19,0.19,,,,0.016484,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 96700,166.975,-30.1744444,6.5,,,,,25.6,0.3,0.3,,,,,,,,,,G0V,,,,,,,,,
HD 98219 b,Confirmed,1.8,0.1,0.1,1.8,0.1,0.1,,,,436.9,4.5,4.5,1.23,0.03,0.03,0.21,inf,nan,,,,0.009179,2011,2011-09-02,47,30,30,2455140,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 98219,169.45,-23.9752778,8.21,,,,,134,12,12,-0.02,0.03,0.03,1.3,0.091,0.091,4.5,0.1,0.1,K0III/IV,4,1,1,4992,44,44,,,
HD 98649 b,Confirmed,6.8,0.5,0.5,6.8,0.5,0.5,,,,4951,607,465,5.6,0.4,0.4,0.85,0.05,0.05,,,,,2011,2012-11-30,,,,2450271,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 98649,170.2166667,-23.2172222,8.03,,,,,40.3,1.3,1.3,,,,,,,,,,G4V,,,,,,,,,
HD 99109 b,Confirmed,0.502,0.07,0.07,0.502,0.07,0.07,,,,439.3,5.6,5.6,1.105,0.065,0.065,0.09,0.16,0.16,,,,0.018264,2006,2006-07-15,256,,,11310,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 99109,171.0708333,-1.5288889,9.1,,,,,60.5,4.8,4.8,0.315,,,0.93,,,,,,K0,12.2,nan,inf,5272,,,,,
HD 99492 b,Confirmed,0.079,0.006,0.006,0.079,0.006,0.006,,,,17.054,0.003,0.003,0.123,0.001,0.001,0.07,0.06,0.06,,,,0.006844,2004,2016-03-03,240.7,75.4,75.4,2453776.317,3.39,3.39,,,,,,,,,,,,,,,,,,,6.98,0.53,0.53,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 99492,171.6916667,3.0061111,7.38,,,,,18,1.14,1.14,0.36,,,0.83,,,0.96,0.11,0.11,K2V,4,,,4740,,,,,
HD 99706 b,Confirmed,1.4,0.1,0.1,1.4,0.1,0.1,,,,868,31,31,2.14,0.08,0.08,0.365,0.1,0.1,,,,0.016589,2011,2011-09-02,359,20,20,2455219,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 99706,172.125,43.9666667,7.81,,,,,129,11,11,0.14,0.03,0.03,1.72,0.12,0.12,5.4,0.1,0.1,K0,2.1,0.4,0.4,4932,44,44,,,
HIP 105854 b,Confirmed,8.2,0.2,0.2,8.2,0.2,0.2,,,,184.2,0.5,0.5,0.81,0.03,0.03,0.02,0.03,0.03,,,,,2014,2014-06-06,343.2,4.9,4.9,2455262.4,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HIP 105854,321.595833341,-37.829444471,5.64,,,,,80.84,,,0.31,0.18,0.18,2.1,0.1,0.1,,,,K2III,,,,4780,100,100,,,
HIP 107773 b,Confirmed,1.98,0.21,0.21,1.98,0.21,0.21,,,,144.3,0.5,0.5,0.72,0.03,0.03,0.09,0.06,0.06,,,,,2015,2015-05-29,166,33,33,2456202.3,12.8,12.8,,,,,,,,,,,,,,,,,,,42.7,2.7,2.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 107773,327.5,-64.712500024,5.62,,,,,106,4,4,0.03,0.1,0.1,2.42,0.27,0.27,11.6,1.4,1.4,,,,,4945,100,100,,,
HIP 109384 b,Confirmed,1.56,0.08,0.08,1.56,0.08,0.08,,,,499.48,0.32,0.32,1.134,0.029,0.029,0.549,0.003,0.003,,,,,2016,2016-02-17,104.49,0.37,0.37,2456337.02,0.34,0.34,,,,,,,,,,,,,,,,,,,56.53,0.22,0.22,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 109384,332.1333,71.3144,9.63,,,,,56.2,2.7,2.7,-0.26,0.03,0.03,0.78,0.06,0.06,,,,G5,,,,5180,65,65,,,
HIP 109600 b,Confirmed,2.68,0.12,0.12,2.68,0.12,0.12,,,,232.08,0.15,0.15,0.706,0.016,0.016,0.163,0.006,0.006,,,,,2016,2016-02-17,228.7,1.6,1.6,2456017.1,1.1,1.1,,,,,,,,,,,,,,,,,,,98.6,0.5,0.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 109600,333.025000002,29.065833347,9.16,,,,,58.6,3.2,3.2,-0.12,0.02,0.02,0.87,0.06,0.06,,,,G5,,,,5530,35,35,,,
HIP 11915,Confirmed,0.99,0.06,0.06,0.99,0.06,0.06,,,,3830,150,150,4.8,0.1,0.1,0.1,0.07,0.07,,,,,2015,2015-07-17,155,40,40,,,,,,,,,,,,,,,,,,,,,,12.9,0.8,0.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 11915,38.454166683,-19.611944466,8.58,,,,,57.3,3.5,3.5,-0.059,0.004,0.004,1,,,,,,G5V,4,0.6,0.6,5760,4,4,,,
HIP 12961 b,Confirmed,0.35,,,0.35,,,,,,57.435,0.042,0.042,0.13,,,0.16,0.03,0.03,,,,0.005652,2009,2011-11-23,272,13,13,2454428.4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HIP 12961,41.6791667,-23.0866667,10.31,,,,,23,0.9,0.9,-0.07,,,0.67,,,,,,M0V,,,,,,,,,
HIP 14810 b,Confirmed,3.88,0.32,0.32,3.88,0.32,0.32,,,,6.673855,0.000019,0.000019,0.0692,0.004,0.004,0.1427,0.00094,0.00094,,,,0.001308,2006,2013-05-20,159.32,0.38,0.38,3694.598,0.007,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HIP 14810,47.8083333,21.0972222,8.52,,,,,52.9,4.1,4.1,0.26,0.03,0.03,0.99,0.04,0.04,1,0.06,0.06,G5,,,,5485,44,44,,,
HIP 14810 c,Confirmed,1.28,0.1,0.1,1.28,0.1,0.1,,,,147.73,0.065,0.065,0.545,0.031,0.031,0.164,0.012,0.012,,,,0.010302,2006,2013-05-20,329,2.5,2.5,4672.24,0.0073,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HIP 14810,47.8083333,21.0972222,8.52,,,,,52.9,4.1,4.1,0.26,0.03,0.03,0.99,0.04,0.04,1,0.06,0.06,G5,,,,5485,44,44,,,
HIP 14810 d,Confirmed,0.57,0.052,0.052,0.57,0.052,0.052,,,,962,15,15,1.89,0.11,0.11,0.173,0.037,0.037,,,,0.035728,2009,2013-05-20,286,19,19,4317.198,0.0073,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HIP 14810,47.8083333,21.0972222,8.52,,,,,52.9,4.1,4.1,0.26,0.03,0.03,0.99,0.04,0.04,1,0.06,0.06,G5,,,,5485,44,44,,,
HIP 5158 b,Confirmed,1.44,0.14,0.14,1.44,0.14,0.14,,,,345.63,1.99,1.99,0.89,0.01,0.01,0.54,0.04,0.04,,,,0.019778,2009,2011-05-06,70,4,4,54580.49,15.2,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HIP 5158,16.5083333,-22.4530556,10.21,,,,,45,4,4,0.1,0.07,0.07,0.78,0.021,0.021,,,,K5V,6,inf,nan,4962,89,89,,,
HIP 5158 c,Confirmed,15.04,10.55,10.55,15.04,10.55,10.55,,,,9018,3181,3181,7.7,1.88,1.88,0.14,0.1,0.1,,,,0.171111,2010,2011-05-06,142,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HIP 5158,16.5083333,-22.4530556,10.21,,,,,45,4,4,0.1,0.07,0.07,0.78,0.021,0.021,,,,K5V,6,inf,nan,4962,89,89,,,
HIP 57050 b,Confirmed,0.298,0.025,0.025,0.298,0.025,0.025,,,,41.397,0.016,0.016,0.163506,0.000042,0.000042,0.314,0.086,0.086,,,,0.014864,2010,2010-04-27,238.1,23.2,23.2,,,,2455201.400239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HIP 57050,175.4375,42.7519444,11.9,,,,,11,0.4,0.4,0.32,0.06,0.06,0.34,0.03,0.03,0.4,,,M4V,,,,3190,,,,,
HIP 57274 b,Confirmed,0.036,0.004,0.004,0.036,0.004,0.004,,,,8.1352,0.004,0.004,0.07,,,0.187,0.1,0.1,,,,0.002701,2011,2013-05-20,81,59,59,2454801.015,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HIP 57274,176.1708333,30.9591667,8.96,,,,,25.92,,,0.09,0.05,0.05,0.73,0.05,0.05,0.68,0.03,0.03,K5V,7.87,5,5,4640,100,100,,,
HIP 57274 c,Confirmed,0.41,0.01,0.01,0.41,0.01,0.01,,,,32.03,0.02,0.02,0.178,,,0.05,0.02,0.02,,,,0.006867,2011,2013-05-20,256.2,120,120,2455793.035,0.176,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HIP 57274,176.1708333,30.9591667,8.96,,,,,25.92,,,0.09,0.05,0.05,0.73,0.05,0.05,0.68,0.03,0.03,K5V,7.87,5,5,4640,100,100,,,
HIP 57274 d,Confirmed,0.527,0.025,0.025,0.527,0.025,0.025,,,,431.7,8.5,8.5,1.01,,,0.27,0.05,0.05,,,,0.038966,2011,2013-05-20,187.2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HIP 57274,176.1708333,30.9591667,8.96,,,,,25.92,,,0.09,0.05,0.05,0.73,0.05,0.05,0.68,0.03,0.03,K5V,7.87,5,5,4640,100,100,,,
HIP 63242 b,Confirmed,9.18,,,9.18,,,,,,124.6,,,0.565,,,0.23,,,,,,,2013,2013-07-21,118.2,,,2455376.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HIP 63242,194.3833,-65.6464,6.86,,,,,135,8.9,8.9,-0.31,0.09,0.09,1.54,0.05,0.05,,,,G8III,,,,,,,,,
HIP 65407 b,Confirmed,0.428,0.032,0.032,0.428,0.032,0.032,,,,28.125,0.019,0.019,0.177,0.05,0.05,0.14,0.07,0.07,,,,,2016,2016-02-17,50,150,150,2456990.8,2.5,2.5,,,,,,,,,,,,,,,,,,,30.5,1.6,1.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 65407,201.087500007,48.885000019,9.42,,,,,16.74,1.28,1.28,0.25,0.04,0.04,0.93,0.07,0.07,,,,K0,,,,5460,50,50,,,
HIP 65407 c,Confirmed,0.784,0.054,0.054,0.784,0.054,0.054,,,,67.3,0.08,0.08,0.316,0.008,0.008,0.12,0.04,0.04,,,,,2016,2016-02-17,341,25,25,2457047,6,6,,,,,,,,,,,,,,,,,,,41.5,1.9,1.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 65407,201.087500007,48.885000019,9.42,,,,,16.74,1.28,1.28,0.25,0.04,0.04,0.93,0.07,0.07,,,,K0,,,,5460,50,50,,,
HIP 65891 b,Confirmed,6,0.5,0.5,6,0.5,0.5,,,,1084.5,23.2,23.2,2.81,0.09,0.09,0.13,0.05,0.05,,,,,2015,2015-05-29,355.5,15.5,15.5,2456014.8,49.3,49.3,,,,,,,,,,,,,,,,,,,64.9,2.4,2.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 65891,202.604166675,-58.664444469,6.75,,,,,136,1,1,0.16,0.1,0.1,2.5,0.21,0.21,8.93,1.02,1.02,K0III,,,,5000,100,100,,,
HIP 67537 b,Confirmed,11.1,0.6,0.6,11.1,0.6,0.6,,,,2592.5,116.1,116.1,4.96,0.24,0.24,0.59,0.04,0.04,,,,,2016,2017-03-13,120.7,5.3,5.3,2456293.3,29.9,29.9,,,,,,,,,,,,,,,,,,,113.2,4,4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 67537,207.579166673,-39.900833352,6.44,,,,,112.6,5.8,5.8,0.15,0.08,0.08,2.41,0.16,0.16,8.69,0.88,0.88,K1III,,,,4985,100,100,,,HD 120457
HIP 67851 b,Confirmed,1.38,0.15,0.15,1.38,0.15,0.15,,0.04,0.04,88.9,0.1,0.1,0.46,0.02,0.02,0.05,0.04,0.04,,,,,2014,2015-05-26,138.1,60,60,2452997.8,16.7,16.7,,,,,,,,,,,,,,,,,,,45.45,1.6,1.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 67851,208.466666684,-35.314444462,6.17,,,,,65.96,1.7,1.7,0,0.1,0.1,1.63,0.22,0.22,5.52,0.44,0.44,KOIII,,,,4890,100,100,,,
HIP 67851 c,Confirmed,5.98,0.76,0.76,5.98,0.76,0.76,,,,2131.8,88.3,88.3,3.82,0.23,0.23,0.17,0.06,0.06,,,,,2015,2015-05-29,166.5,20.5,20.5,2452684.1,235.7,235.7,,,,,,,,,,,,,,,,,,,69,3.3,3.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 67851,208.466666684,-35.314444462,6.17,,,,,65.96,1.7,1.7,0,0.1,0.1,1.63,0.22,0.22,5.52,0.44,0.44,KOIII,,,,4890,100,100,,,
HIP 68468 b,Confirmed,0.011,,,0.011,,,,,,1.8372,,,0.029743,,,0.41,,,,,,,2016,2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 68468,210.266666668,-32.756944465,,,,,,87.8,9,9,0.065,0.007,0.007,1.05,0.01,0.01,,,,G3V,5.9,0.4,0.4,5857,8,8,,,
HIP 68468 c,Confirmed,0.094,,,0.094,,,,,,194,,,0.665,,,0.04,,,,,,,2016,2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 68468,210.266666668,-32.756944465,,,,,,87.8,9,9,0.065,0.007,0.007,1.05,0.01,0.01,,,,G3V,5.9,0.4,0.4,5857,8,8,,,
HIP 70849 b,Confirmed,9,6,6,9,6,6,,,,10000,8000,8000,10,5.5,5.5,0.6,0.13,0.13,,,,0.416667,2009,2011-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HIP 70849,217.3291667,-46.4638889,10.36,,,,,24,1.2,1.2,,,,0.63,0.03,0.03,,,,K7V,3,2,2,4105,130,130,,,
HIP 74890 b,Confirmed,2.4,0.3,0.3,2.4,0.3,0.3,,,,822.3,16.8,16.8,2.1,0.09,0.09,0.07,0.07,0.07,,,,,2016,2016-03-17,181.9,93.9,93.9,2459820.4,380,380,,,,,,,,,,,,,,,,,,,36.5,2.7,2.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HIP 74890,229.570833339,-41.420555567,7.05,,,,,91.6,5.3,5.3,0.2,0.13,0.13,1.74,0.21,0.21,5.77,0.53,0.53,K1III,,,,4850,100,100,,,
HIP 75458 b,Confirmed,9.39,1.29,11.9,8.82,0.72,0.72,,,,510.72,0.07,0.07,1.275,0.074,0.074,0.713,0.008,0.008,69.9,43.3,43.3,0.040476,2002,2016-01-26,92.5,0.7,0.7,2452015.36,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HIP 75458,231.2291667,58.9658333,3.31,,,,,31.5,,,0.15,0.2,0.2,1.4,0.2,0.2,12.8,0.17,0.17,K2 III,,,,4445,45,45,,,
HIP 79431 b,Confirmed,2.1,,,2.1,,,,,,111.7,0.7,0.7,0.36,,,0.29,,,,,,0.025,2010,2010-01-11,287.4,3.2,3.2,2454980.3,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HIP 79431,243.175,-18.8755556,11.34,,,,,14.4,0.7,0.7,0.4,0.1,0.1,0.49,0.05,0.05,,,,M3V,,,,3191,100,100,,,
